"size","solution_terms","elpd","se","diff","diff.se","ref.loo.elpd","spline.elpd","spline.elpd.se","mono.spline.elpd","mono.spline.elpd.se","spline.elpd.diff","spline.elpd.diff.se","mono.spline.elpd.diff","mono.spline.elpd.diff.se","n","rho","run"
59,"X.56",-660.208500813897,11.5455511343944,-2.88002775749294,1.38618854268972,-657.120610269809,-660.614916511794,5.53287937560913,-655.622136203239,12.0588722316614,-2.84774351712449,0.157075117016215,-2.87180865153197,0.150103591936002,500,0,6
60,"X.37",-659.947818354139,11.5427079972852,-2.6193452977354,1.31238965621274,-657.120610269809,-660.169929875135,5.5315168824297,-655.460686687899,12.055902687225,-2.56277642589109,0.148712640793071,-2.57279952356646,0.142112270698,500,0,6
61,"X.49",-659.635953196444,11.5314071458867,-2.30748014004043,1.23717539100961,-657.120610269809,-659.182373681127,5.52610126849303,-654.818959995207,12.0440993942043,-2.29768071068639,0.140189781784912,-2.28727267045929,0.133967685005558,500,0,6
62,"X.63",-659.374108040774,11.548208307993,-2.04563498437014,1.18302124894956,-657.120610269809,-659.731729667528,5.53415275102707,-655.773025648086,12.0616475445547,-2.08140936701555,0.134053337903699,-2.05547634676125,0.128103597263458,500,0,6
63,"X.18",-659.189442738611,11.5271274869857,-1.86096968220741,1.14630681885415,-657.120610269809,-657.991228576755,5.52405036280716,-654.575936591812,12.0396294594839,-1.89398383730152,0.129893064444628,-1.86509566828966,0.124127970814756,500,0,6
64,"X.33",-659.039612056493,11.570623861965,-1.71113900008931,1.10401298168925,-657.120610269809,-659.774931916031,5.54489477233213,-657.045908439752,12.085059705499,-1.69351877346228,0.125100563845214,-1.67596432055836,0.119548177605032,500,0,6
65,"X.77",-658.799736651788,11.5799199505085,-1.47126359538462,1.02075022977332,-657.120610269809,-659.485210297257,5.54934966027795,-657.573793280268,12.0947691028847,-1.43894895040582,0.115665695429039,-1.44075659565142,0.110532060567442,500,0,6
66,"X.86",-658.575431661862,11.5847473274189,-1.24695860545815,0.977967820765542,-657.120610269809,-658.944439431762,5.5516630443542,-657.847919228471,12.0998111074369,-1.26111157476449,0.110817832606502,-1.27986161857358,0.105899362297348,500,0,6
67,"X.91",-658.447672392011,11.5936018119332,-1.11919933560692,0.9721705526034,-657.120610269809,-658.802344282356,5.55590630603831,-658.350727277615,12.1090592668527,-1.15086746471403,0.110160918668103,-1.17751709722639,0.105271604421883,500,0,6
68,"X.27",-658.329144147192,11.5844464705736,-1.00067109078843,0.94121860921036,-657.120610269809,-657.944404104317,5.55151886720621,-657.830834861922,12.0994968743426,-1.03367264591203,0.106653617907336,-1.05466987179509,0.10191996953412,500,0,6
69,"X.92",-658.279273093566,11.5875452174294,-0.950800037162552,0.882545797405153,-657.120610269809,-658.136216215709,5.55300385413919,-658.006799352442,12.1027333930655,-0.909860793762272,0.100005143694665,-0.915976363461656,0.0955665770988765,500,0,6
70,"X.74",-658.171708026618,11.5915264099348,-0.843234970214424,0.823329151505663,-657.120610269809,-658.664158144286,5.5549117282326,-658.232874131777,12.106891591422,-0.801613817762982,0.0932950452502484,-0.792786290122995,0.089154295523768,500,0,6
71,"X.81",-658.030930943304,11.5668508010522,-0.702457886899936,0.773419760489393,-657.120610269809,-657.695921556712,5.54308663942761,-656.831652550486,12.081118892372,-0.708164801890136,0.0876395927683826,-0.691881712908335,0.083749851155512,500,0,6
72,"X.60",-657.917979820637,11.5627301199069,-0.589506764233762,0.726047759130086,-657.120610269809,-657.8553560639,5.54111191934217,-656.597656810169,12.0768150036394,-0.616787761743691,0.0822716630621052,-0.603969354187823,0.0786201683293708,500,0,6
73,"X.78",-657.902640027308,11.5761724888256,-0.574166970904569,0.693942642389367,-657.120610269809,-658.851432646336,5.5475537950815,-657.36099106017,12.0908550271424,-0.537697936255156,0.0786336911603301,-0.536916499063867,0.0751436619278998,500,0,6
74,"X.23",-657.707741579571,11.5477468058605,-0.379268523166862,0.638708539727226,-657.120610269809,-657.271686138468,5.53393158916125,-655.746818918769,12.0611655238017,-0.446044548856423,0.0723748721961314,-0.459157818423125,0.0691626305229929,500,0,6
75,"X.50",-657.730116916441,11.5536181122973,-0.401643860036874,0.604015431951903,-657.120610269809,-657.511440352784,5.53674524698614,-656.080225129833,12.0672978715199,-0.38067171525119,0.0684436436542398,-0.402071061370651,0.0654058832031845,500,0,6
76,"X.75",-657.651936229348,11.5376780568999,-0.323463172944451,0.590103402468002,-657.120610269809,-656.486636570417,5.52910642552775,-655.175058017503,12.0506491131224,-0.341283535020884,0.0668672104405612,-0.361330424923772,0.0638994174286217,500,0,6
77,"X.76",-657.662696257406,11.5494420508607,-0.33422320100264,0.574330064033269,-657.120610269809,-657.116359050799,5.53474398745987,-655.843084580374,12.0629361402601,-0.311998091411854,0.0650798641279415,-0.319963462673682,0.0621913995919704,500,0,6
78,"X.93",-657.662117818213,11.5517275409992,-0.333644761809309,0.561758034526452,-657.120610269809,-657.336379249117,5.53583924407459,-655.972867723634,12.0653232444568,-0.290228374386753,0.0636552722018802,-0.279995027722597,0.0608300358749995,500,0,6
79,"X.36",-657.550644721575,11.5697092595566,-0.222171665170893,0.523764985542536,-657.120610269809,-658.571399056623,5.54445647495307,-656.993972094117,12.0841044394007,-0.253688335661224,0.0593501128161506,-0.228305827723031,0.0567159540272153,500,0,6
80,"X.17",-657.536443558376,11.5635307908499,-0.207970501972583,0.502097427256547,-657.120610269809,-658.508275994953,5.54149561828349,-656.643123458597,12.0776512728213,-0.217080264328802,0.0568948665430689,-0.185675850399855,0.054369679889861,500,0,6
81,"X.68",-657.52756546639,11.5535196104578,-0.199092409986242,0.496409854473913,-657.120610269809,-658.260113991012,5.53669804276091,-656.074631629323,12.0671949902384,-0.175367432639196,0.0562503826703073,-0.149143887218281,0.0537538003916694,500,0,6
82,"X.26",-657.446284112424,11.5346397993448,-0.11781105602026,0.477574991305324,-657.120610269809,-657.526210507239,5.52765042638413,-655.002528447888,12.0474757730854,-0.119523862057311,0.0541161215326053,-0.108948154460972,0.05171426498349,500,0,6
83,"X.48",-657.365748967666,11.5277337230747,-0.0372759112625403,0.460490482038649,-657.120610269809,-657.513092793252,5.52434088433488,-654.610362111777,12.040262649139,-0.0627307536354314,0.0521802006895282,-0.0707832351447496,0.0498642668566725,500,0,6
84,"X.39",-657.327184996967,11.5052600132705,0.00128805943687738,0.431957627538359,-657.120610269809,-656.675851346095,5.51357099348935,-653.334176898256,12.0167897467244,-0.0123900999604436,0.048947017524745,-0.0342917474556751,0.0467745832986404,500,0,6
85,"X.70",-657.311880474783,11.5006668744266,0.0165925816209969,0.411745274540079,-657.120610269809,-656.921234870042,5.5113698613924,-653.073352319551,12.0119923945827,0.0235570895943411,0.0466566669594335,-0.00309929390676691,0.0445858862397013,500,0,6
86,"X.88",-657.321006378909,11.4850556899532,0.00746667749513907,0.416445187336308,-657.120610269809,-656.548540352833,5.50388864203818,-652.186860370962,11.9956871288784,0.0477488573252537,0.0471892347376963,0.0247739872210711,0.0450948168582814,500,0,6
87,"X.38",-657.259189289869,11.4855772421372,0.0692837665344079,0.410880834781032,-657.120610269809,-657.017119549705,5.50413858119557,-652.216477072938,11.9962318695387,0.0605494158442147,0.0465587134905335,0.0490867888375799,0.0444922802771288,500,0,6
88,"X.83",-657.248343510379,11.4806411933262,0.0801295460245228,0.398895700915441,-657.120610269809,-656.99598156774,5.50177311917946,-651.936180113704,11.9910763614778,0.0666960212377263,0.0452006252893861,0.0688397127375563,0.0431944686247773,500,0,6
89,"X.98",-657.275536986139,11.4929515353772,0.052936070264364,0.370336615613827,-657.120610269809,-657.731045774203,5.50767250300688,-652.63523143215,12.0039340276206,0.069844021222045,0.0419644697972026,0.0817098831971511,0.0401019446612903,500,0,6
90,"X.71",-657.214952500062,11.4991736837113,0.113520556341499,0.356244679563755,-657.120610269809,-657.911289523438,5.51065429190452,-652.988560443906,12.010432815846,0.0792283673698472,0.0403676505796991,0.0945852578057394,0.0385759976827185,500,0,6
91,"X.42",-657.228660175562,11.5029404463814,0.0998128808415188,0.354148715667686,-657.120610269809,-657.846188001509,5.5124594065541,-653.202458676184,12.0143670507072,0.0963164971034248,0.0401301476974447,0.109446265600459,0.0383490359818537,500,0,6
92,"X.30",-657.220800261574,11.4876188959999,0.107672794829188,0.358892898861469,-657.120610269809,-656.724958877098,5.50511698616017,-652.332413800575,11.9983642963743,0.119504550631256,0.040667731949053,0.126558281525743,0.0388627604257215,500,0,6
93,"X.21",-657.190221618585,11.4868489067894,0.138251437818656,0.346800513485536,-657.120610269809,-656.588815269941,5.50474799057281,-652.288689427867,11.9975600730505,0.137562805510138,0.0392974906078252,0.137432219734531,0.0375533350307605,500,0,6
94,"X.90",-657.185008620042,11.4916949651745,0.143464436362081,0.341551885851832,-657.120610269809,-656.969345739603,5.50707032721834,-652.563876216581,12.0026215896653,0.15522525420016,0.0387027455393521,0.150187811028549,0.0369849867604561,500,0,6
95,"X.66",-657.184751230805,11.5018203796582,0.143721825598703,0.340086712601937,-657.120610269809,-657.797016752405,5.51192264620375,-653.138854906317,12.0131971852458,0.17068933216866,0.0385367203179708,0.164150058795388,0.036826330300065,500,0,6
96,"X.72",-657.146911155617,11.4854899404381,0.181561900786529,0.352652429592311,-657.120610269809,-657.13842912942,5.50409674432138,-652.211519577635,11.9961406863615,0.190319578567769,0.0399605969450462,0.185096147347544,0.0381870104654389,500,0,6
97,"X.44",-657.091171917802,11.4827085292729,0.23730113860131,0.35924850378601,-657.120610269809,-657.1540742536,5.50276383155765,-652.053575212884,11.993235612236,0.205557775015561,0.0407080271061789,0.203388304620028,0.0389012671474552,500,0,6
98,"X.59",-657.082585640915,11.4818614008345,0.245887415488221,0.357545566000081,-657.120610269809,-657.10429188188,5.50235786917348,-652.005470435572,11.9923508200348,0.216068516636982,0.0405150597400824,0.216829749721566,0.038716864325877,500,0,6
99,"X.20",-657.090189674611,11.4835712628542,0.238283381793163,0.357136048238357,-657.120610269809,-657.033101771462,5.50317727226597,-652.102566136503,11.9941367033928,0.228106419185534,0.0404686554823915,0.230591238348559,0.0386725196461286,500,0,6
100,"X.85",-657.120610269809,11.4883456675305,0.207862786595139,0.354497170942935,-657.120610269809,-657.044682615313,5.50546527089478,-652.373684019615,11.9991233805382,0.239309195728838,0.0401696326963818,0.24239207437726,0.0383867685029597,500,0,6
0,NA,-978.43260077729,16.8587043756443,-321.761317542382,15.7761607140389,-657.059801129426,-974.488746557054,4.97417616721914,-976.019347748678,6.1922168459323,-322.373818043645,1.75839354176661,-321.421899409901,1.83022234661178,500,0,7
1,"X.2",-949.045517949012,16.6191755538287,-292.374234714105,15.2181617219034,-657.059801129426,-948.011098256836,4.90350296895378,-950.418438425444,6.10423770041294,-292.396684485686,1.69619958711132,-293.585529239278,1.7654878244866,500,0,7
2,"X.3",-915.678756601114,16.4212968189778,-259.007473366207,14.4561935711683,-657.059801129426,-924.172542168609,4.84511866699536,-924.933075462069,6.03155666822365,-259.817341156921,1.61127145411556,-260.793419988116,1.67709045315146,500,0,7
3,"X.1",-878.325877241887,15.9331305673134,-221.65459400698,13.2669630568949,-657.059801129426,-884.459621365817,4.70108476732169,-882.848700523576,5.85225277749649,-221.544401480204,1.47872112746294,-221.552590630443,1.53912556410473,500,0,7
4,"X.4",-845.620815352018,15.0293031714938,-188.94953211711,11.8461351874047,-657.059801129426,-822.844952438729,4.43440966635364,-819.778514644475,5.52027618537507,-182.461414263693,1.32035721402674,-181.838187344825,1.37429262632186,500,0,7
5,"X.5",-805.178338057483,15.0300345315262,-148.507054822576,10.6501840303978,-657.059801129426,-811.903189639323,4.43462545480108,-809.130897224528,5.52054481455394,-150.411628400332,1.18705781191823,-149.856769065666,1.23554806275625,500,0,7
6,"X.9",-781.461331828064,14.7565384463395,-124.790048593157,9.95001259312527,-657.059801129426,-787.317726680168,4.35393018436684,-786.748038650331,5.42008946352255,-128.558584861271,1.10901747271619,-128.480442417849,1.15431984543623,500,0,7
7,"X.8",-762.144711124734,14.2831854382288,-105.473427889827,8.91226278015607,-657.059801129426,-754.073475386092,4.21426694577139,-756.380730247789,5.24622649009439,-105.695540592233,0.993351018616828,-105.998899463343,1.03392852004879,500,0,7
8,"X.10",-749.214611795018,14.5512451158357,-92.5433285601111,8.31389243285154,-657.059801129426,-762.135007446103,4.2933581991699,-767.152436202298,5.34468504387215,-91.3542393037339,0.926657317065689,-91.705515658225,0.964510440388125,500,0,7
9,"X.6",-737.43758278654,14.0963707024949,-80.7662995516333,7.95723437594,-657.059801129426,-734.692309434575,4.15914708688618,-741.094314096161,5.17760927444696,-82.1410829057756,0.886904601860766,-82.2739883230329,0.923133862290911,500,0,7
10,"X.7",-728.291697258764,14.1429973112211,-71.6204140238572,7.30793212553618,-657.059801129426,-735.783531814616,4.17290431049697,-742.242102460132,5.19473526856783,-71.948424481044,0.814534086343096,-71.8351856967045,0.847807075886099,500,0,7
11,"X.11",-719.682392560448,13.7277847128348,-63.0111093255408,6.51204271538627,-657.059801129426,-714.79231998182,4.05039545304255,-719.721208734886,5.04222731842635,-61.9305819139064,0.725825127038273,-61.6624535532743,0.755474434865791,500,0,7
12,"X.14",-712.845905316563,13.7256599777408,-56.1746220816555,5.91940883157062,-657.059801129426,-716.619662582902,4.04976854800697,-719.267865541038,5.04144690137002,-54.8200438957442,0.659770805405623,-54.5278611796014,0.686721853221923,500,0,7
13,"X.24",-707.805603024263,13.5940040396844,-51.1343197893558,5.69650098131889,-657.059801129426,-712.253563543419,4.01092334289743,-712.268504296956,4.99308956029952,-51.5361007312067,0.634925741299315,-51.3391179817358,0.660861890448924,500,0,7
14,"X.13",-703.510541869282,13.2947477466566,-46.8392586343745,5.48276313417676,-657.059801129426,-698.887392181478,3.92262749954545,-696.581748146402,4.88317246242247,-48.4331516099502,0.611102755665594,-48.3902353787677,0.636065757140767,500,0,7
15,"X.15",-700.465355522222,13.1164237560782,-43.7940722873144,5.01795358708035,-657.059801129426,-691.086510344568,3.87001284279519,-687.194218096919,4.81767390488866,-43.1876490757404,0.559295594178042,-43.2754970175651,0.582142319402374,500,0,7
16,"X.80",-697.905314925448,13.1640870689784,-41.2340316905408,4.93120655655165,-657.059801129426,-694.122437929643,3.88407594692208,-689.501131629048,4.8351806813584,-41.2521453669285,0.549626865454115,-41.4397958080132,0.572078631750246,500,0,7
17,"X.74",-695.037885522728,13.2766535092367,-38.3666022878206,4.75652341171512,-657.059801129426,-699.444368554619,3.91728877822188,-694.950135721104,4.87652643320995,-38.6038488905016,0.530156874034549,-38.8253935966669,0.551813308579969,500,0,7
18,"X.52",-693.211161513348,13.1465230092462,-36.5398782784412,4.62160748950333,-657.059801129426,-691.00514169359,3.87889365501086,-687.33665492812,4.82872938687376,-36.334652575973,0.515119293561147,-36.5078576782009,0.536161456382113,500,0,7
19,"X.79",-691.40612191627,13.2643076509545,-34.7348386813627,4.44878736384926,-657.059801129426,-694.926452764464,3.91364612142792,-692.242588838839,4.87199178867682,-33.823898677278,0.495856952212976,-33.8730395545597,0.516112265603087,500,0,7
20,"X.87",-689.283387776939,13.2628473073219,-32.612104542032,4.47922050222302,-657.059801129426,-692.278707765149,3.91321524570158,-690.582029592531,4.87145540318473,-32.8634909133226,0.499248996382791,-32.7766269056974,0.51964287174604,500,0,7
21,"X.95",-687.419371490704,13.1570135215514,-30.7480882557972,4.3508132602172,-657.059801129426,-684.238497072928,3.88198889027495,-683.360519495227,4.83258256120859,-30.7367744536941,0.484936866254821,-30.5675834104756,0.504746103891951,500,0,7
22,"X.48",-685.480932507453,13.246327051283,-28.8096492725456,4.31403561416299,-657.059801129426,-686.629241373803,3.9083409290261,-686.328885149651,4.86538749870857,-29.3093612548301,0.480837670228911,-29.13945120523,0.500479459371507,500,0,7
23,"X.33",-683.999572721303,13.1668035826834,-27.3282894863955,4.20501336698812,-657.059801129426,-680.673992023772,3.88487745677885,-680.789878029236,4.83617845921556,-27.4982239669072,0.468686170328775,-27.4159665579603,0.487831581559277,500,0,7
24,"X.12",-682.626086745884,13.2765983063681,-25.9548035109764,4.12903511454507,-657.059801129426,-684.941144171455,3.91727249056495,-685.387975902583,4.8765061571481,-26.0842121922573,0.46021771777988,-26.1310777318102,0.479017200291339,500,0,7
25,"X.96",-681.515211371484,13.2688737476237,-24.8439281365764,4.03388017853408,-657.059801129426,-683.529422645131,3.91499335243236,-684.217405929159,4.87366891997265,-24.7633107762465,0.44961185314768,-24.8980353467375,0.467978095566529,500,0,7
26,"X.25",-680.575315363519,13.2611472353236,-23.9040321286118,3.93342438820759,-657.059801129426,-682.427175644558,3.91271363790134,-683.29259087839,4.87083096525446,-23.6187196977904,0.438415161116902,-23.7590036925388,0.456324028671883,500,0,7
27,"X.51",-679.376133054588,13.2089200731862,-22.7048498196808,3.82885624630171,-657.059801129426,-679.242157508242,3.89730396587692,-680.26017442103,4.85164788297266,-22.6027799275869,0.426760110896843,-22.6760033261633,0.444192880065523,500,0,7
28,"X.55",-677.973020828131,13.2115038601261,-21.3017375932236,3.65030808269465,-657.059801129426,-678.976290592895,3.89806631458007,-680.176178524516,4.85259691017304,-21.2289590107099,0.406859328731157,-21.2038529381942,0.42347916873211,500,0,7
29,"X.43",-676.646786262526,13.1491837011048,-19.9755030276188,3.49716678965636,-657.059801129426,-675.377805205148,3.8796786945807,-676.839828697678,4.82970666131795,-20.0125483305569,0.389790368447513,-19.9176414383342,0.405712956674047,500,0,7
30,"X.93",-675.451712100296,13.0586673945342,-18.7804288653892,3.38755576948998,-657.059801129426,-670.25895499352,3.85297177542157,-672.118125168142,4.7964599428342,-19.0103321933666,0.377573244556559,-18.9065338818041,0.392996774189616,500,0,7
31,"X.56",-674.359725191506,13.069637355169,-17.6884419565985,3.20156945760445,-657.059801129426,-670.22992697733,3.85620847235445,-672.661875579236,4.80048921895936,-17.553264088083,0.356843414555177,-17.4974559454716,0.371420149157273,500,0,7
32,"X.46",-673.480001169278,13.2647066346773,-16.8087179343708,3.15773867923847,-657.059801129426,-679.51085175981,3.91376384194076,-682.699485354055,4.87213833574677,-16.8742961639146,0.351958084150248,-16.883603450935,0.366335257370932,500,0,7
33,"X.94",-672.609718232564,13.2476897288436,-15.9384349976571,3.11944970839609,-657.059801129426,-677.854204623755,3.90874298828845,-681.823670055115,4.86588801136708,-16.2436376058517,0.347690437523764,-16.299125722366,0.361893281193411,500,0,7
34,"X.90",-671.77355160273,13.0776207537575,-15.102268367823,2.92382654846736,-657.059801129426,-668.420609082993,3.85856398142013,-673.070668194636,4.8034215282357,-14.8573903811335,0.325886495026363,-14.9125568212992,0.339198667129435,500,0,7
35,"X.35",-671.060921427009,13.1173504593508,-14.3896381921023,2.85442706625299,-657.059801129426,-669.891639050864,3.87028626744456,-675.115451412531,4.81801428381031,-14.1776401248817,0.318151304979833,-14.1957122158698,0.331147501481827,500,0,7
36,"X.66",-670.244119120611,13.1055058538138,-13.5728358857038,2.82881159056014,-657.059801129426,-669.020188636582,3.86679150573221,-674.505840786047,4.81366374984845,-13.7360315110752,0.315296232199831,-13.7028520426549,0.328175801530112,500,0,7
37,"X.64",-669.757845740915,13.1496188733546,-13.086562506008,2.7279602743069,-657.059801129426,-671.367350220418,3.8798070925516,-676.776221621314,4.8298665004655,-12.9236078114841,0.304055455283776,-12.8579003719793,0.316475848922021,500,0,7
38,"X.69",-668.945491805601,13.0932096705152,-12.2742085706938,2.66017354720367,-657.059801129426,-668.937912783106,3.86316350558764,-673.8729886428,4.80914735098018,-12.2513198666933,0.296500021150188,-12.1949188396209,0.308611782055765,500,0,7
39,"X.31",-668.159072358957,13.1047806316745,-11.4877891240503,2.60266884085806,-657.059801129426,-670.25510351248,3.86657752827576,-674.468515512847,4.81339737512309,-11.6145546825693,0.290090609754592,-11.6114154749163,0.301940551932239,500,0,7
40,"X.91",-667.409665344261,13.0263514462001,-10.7383821093534,2.49518812046216,-657.059801129426,-667.106682070061,3.84343692526684,-670.431972071996,4.78459026677796,-10.7827201950586,0.278110926735745,-10.8524737710531,0.289471509567358,500,0,7
41,"X.45",-666.555037552958,12.9904817297508,-9.88375431805078,2.40773140774345,-657.059801129426,-666.127959827656,3.83285353257478,-668.585852317127,4.77141528858824,-10.1115518849292,0.268363097614566,-10.2400748233367,0.279325490337436,500,0,7
42,"X.71",-666.04168118612,12.9722401674295,-9.37039795121287,2.27166600171439,-657.059801129426,-665.934651072427,3.82747134290412,-667.647007188253,4.76471514681073,-9.34009214863429,0.253197396937694,-9.48264659203112,0.26354028434029,500,0,7
43,"X.42",-665.643298402939,12.9195058043809,-8.97201516803155,2.15686424680149,-657.059801129426,-663.797111891192,3.81191202078628,-664.932908527402,4.74534576919111,-8.75841536914086,0.240401719454345,-8.85884063317124,0.250221914866223,500,0,7
44,"X.83",-665.205410687184,12.9350616991813,-8.53412745227639,2.11514018903613,-657.059801129426,-665.00214221352,3.81650180179506,-665.733529428076,4.75105946294185,-8.53746023439873,0.235751201813154,-8.55430167026597,0.245381427735185,500,0,7
45,"X.60",-664.867649675505,12.8964615429985,-8.19636644059745,2.03056676342419,-657.059801129426,-663.302528588261,3.80511279035876,-663.746881137523,4.73688159185254,-8.15548426655103,0.226324740705365,-8.07732458321724,0.235569904114819,500,0,7
46,"X.27",-664.540926278495,12.9651865917692,-7.86964304358815,1.9585214468135,-657.059801129426,-667.052565993839,3.82539017894505,-667.283978241624,4.76212436230828,-7.78550112150674,0.218294648863689,-7.6393572333365,0.227211790197263,500,0,7
47,"X.99",-663.984066372564,12.9365011111969,-7.31278313765691,1.91326612234232,-657.059801129426,-665.742240407016,3.81692650162865,-665.807612170131,4.75158816023275,-7.44961765774508,0.213250540114856,-7.28811903567487,0.221961634113558,500,0,7
48,"X.18",-663.634171537247,12.9113283545902,-6.96288830234012,1.89128874468054,-657.059801129426,-664.541172375225,3.80949925673567,-664.512036741773,4.7423421847387,-7.12296218074617,0.210800965744645,-7.00614016782281,0.219411996819312,500,0,7
49,"X.23",-663.147489236557,12.8620557860415,-6.47620600164949,1.79187890027821,-657.059801129426,-661.9718499141,3.79496134025575,-661.976107518763,4.72424432726333,-6.45530549156063,0.199720853697516,-6.42698725736012,0.20787927209647,500,0,7
50,"X.76",-662.71596745619,12.7992173959177,-6.04468422128326,1.73519050893638,-657.059801129426,-658.514067882255,3.77642081569494,-658.741981218173,4.70116373167154,-5.94011766629357,0.193402427875452,-5.99822650558649,0.201302744225848,500,0,7
51,"X.84",-662.231070659857,12.8917943719936,-5.55978742494956,1.67293464525375,-657.059801129426,-662.823857040659,3.80373573727902,-663.506674148112,4.73516733586493,-5.43972517616445,0.186463457702612,-5.54792192010846,0.194080323322252,500,0,7
52,"X.39",-661.739002210346,12.9008724262808,-5.06771897543898,1.63242772156005,-657.059801129426,-662.629564207098,3.8064142255112,-663.973897672912,4.73850171313573,-5.06722594173774,0.181948600487925,-5.17582523485902,0.189381038224912,500,0,7
53,"X.41",-661.380572266568,12.9030211303867,-4.70928903166117,1.58125650194007,-657.059801129426,-661.957480130138,3.80704820262568,-664.084485809332,4.73929093403105,-4.72148934840253,0.176245112564909,-4.78538645044606,0.183444567916992,500,0,7
54,"X.47",-661.048634980567,12.9092738713361,-4.37735174565994,1.54020123875708,-657.059801129426,-661.511058632057,3.8088930795698,-664.40629790404,4.74158757124454,-4.45205472635301,0.171669138033142,-4.45088280750047,0.178681668914786,500,0,7
55,"X.82",-660.797296095083,12.8989410446473,-4.12601286017629,1.50814766253888,-657.059801129426,-660.385099910848,3.80584436959125,-663.874494551205,4.73779231497437,-4.2303100748995,0.168096481641372,-4.17367024151398,0.174963072702011,500,0,7
56,"X.36",-660.663812948897,12.9207152086143,-3.99252971398973,1.47814427365849,-657.059801129426,-661.205753214123,3.81226885661306,-664.995153374871,4.74578998442265,-4.01533878939492,0.164752336877973,-3.93413314088709,0.171482322613422,500,0,7
57,"X.72",-660.401946946569,12.9121167422619,-3.73066371166134,1.41523331701878,-657.059801129426,-660.853753368151,3.80973187124029,-664.552612976858,4.74263176021928,-3.70626926658138,0.157740350763812,-3.63733167181598,0.164183903132549,500,0,7
58,"X.77",-660.158247942024,12.8900046512256,-3.48696470711693,1.35155244367249,-657.059801129426,-660.200265780559,3.80320767852719,-663.414561937666,4.73450996986324,-3.39855582197264,0.150642550579352,-3.36660897407362,0.156796164153292,500,0,7
59,"X.53",-659.835436219334,12.857736940787,-3.16415298442665,1.26726908489603,-657.059801129426,-659.357376051721,3.79368706100771,-661.753827937579,4.72265801162816,-3.05775255590438,0.141248420002382,-3.06886237052904,0.147018291737038,500,0,7
60,"X.59",-659.53355689436,12.8641592103083,-2.86227365945314,1.24857652246313,-657.059801129426,-660.726177412992,3.79558195751223,-662.084365221017,4.72501691683419,-2.90283715760978,0.139164967528941,-2.94689557056173,0.144849732091872,500,0,7
61,"X.70",-659.38563205756,12.8513597248626,-2.71434882265323,1.21484005826596,-657.059801129426,-661.210985941744,3.79180545760822,-661.425609443975,4.72031565464763,-2.74376187753224,0.135404738291826,-2.80099912044804,0.140935900850638,500,0,7
62,"X.54",-659.175976996561,12.7652325765675,-2.50469376165346,1.16136749410966,-657.059801129426,-657.89488851302,3.76639356361837,-656.992872148426,4.68868107783308,-2.57249132024298,0.129444745035009,-2.62162448949696,0.13473244719525,500,0,7
63,"X.29",-659.085648930907,12.7393332818189,-2.41436569599969,1.13475561368897,-657.059801129426,-657.550163759101,3.75875195298116,-655.659903717054,4.67916824424475,-2.48430729703217,0.126478614078676,-2.51315126977467,0.131645152439945,500,0,7
64,"X.37",-659.067425265394,12.742937119176,-2.39614203048681,1.07831208301804,-657.059801129426,-658.527763030179,3.75981526849421,-655.845383726267,4.68049193685457,-2.34243287107693,0.120187480157991,-2.34755949926311,0.125097031320485,500,0,7
65,"X.62",-658.933240135412,12.7254518049535,-2.26195690050488,1.03144320588963,-657.059801129426,-658.171582763709,3.75465621051775,-654.945460693711,4.67406956566444,-2.22308378034493,0.114963526602604,-2.21093453482505,0.11965968393059,500,0,7
66,"X.73",-658.805872088013,12.7380696144391,-2.13458885310616,1.00123726795992,-657.059801129426,-659.116188017192,3.75837910676335,-655.594866087957,4.67870409811216,-2.13528416358595,0.111596805944685,-2.11540245494494,0.116155435742365,500,0,7
67,"X.68",-658.758451036333,12.7414744954838,-2.0871678014261,0.970328735064941,-657.059801129426,-659.347027826482,3.75938372003418,-655.770106340208,4.67995471389458,-2.0405085193955,0.108151774823796,-2.02166089792803,0.112569678178737,500,0,7
68,"X.92",-658.595924008872,12.7392697635327,-1.92464077396507,0.946480187798486,-657.059801129426,-659.097043253162,3.75873321185264,-655.656634598245,4.67914491392274,-1.95724419597294,0.105493641945083,-1.94431862002134,0.10980296294729,500,0,7
69,"X.44",-658.557494017045,12.7287933621088,-1.88621078213747,0.939904904945171,-657.059801129426,-658.296557545066,3.755642140017,-655.117441832262,4.67529692252694,-1.90860036644309,0.104760768141746,-1.90222937643107,0.109040151903997,500,0,7
70,"X.65",-658.482644427425,12.7269552893816,-1.81136119251775,0.911073224795485,-657.059801129426,-657.896371212296,3.75509981497531,-655.022841074058,4.67462179680838,-1.8159104241503,0.101547220746252,-1.81434888060304,0.105695333969089,500,0,7
71,"X.16",-658.337508443324,12.735947373265,-1.66622520841679,0.862186335373376,-657.059801129426,-658.076923523532,3.75775293756114,-655.485639928812,4.6779245970748,-1.68637043275699,0.0960983417575638,-1.68679557711361,0.100023873142941,500,0,7
72,"X.49",-658.309066640964,12.7605096141462,-1.63778340605672,0.810578705436085,-657.059801129426,-659.125992513169,3.7650000492301,-656.749793722014,4.68694632960946,-1.55472654662782,0.0903462120200124,-1.55482649770109,0.0940367740458298,500,0,7
